kode_kabupaten,nama_kabupaten,kode_kec,nama_kec
190300,"Kab. Gowa, Prov. Sulawesi Selatan",190314,"Kec. Bontolempangan"
190300,"Kab. Gowa, Prov. Sulawesi Selatan",190305,"Kec. Bontomarannu"
190300,"Kab. Gowa, Prov. Sulawesi Selatan",190301,"Kec. Bontonompo"
190300,"Kab. Gowa, Prov. Sulawesi Selatan",190316,"Kec. Bontonompo Selatan"
190300,"Kab. Gowa, Prov. Sulawesi Selatan",190308,"Kec. Bungaya"
190300,"Kab. Gowa, Prov. Sulawesi Selatan",190313,"Kec. Manuju"
190300,"Kab. Gowa, Prov. Sulawesi Selatan",190303,"Kec. Pallangga"
190300,"Kab. Gowa, Prov. Sulawesi Selatan",190306,"Kec. Parang Loe"
190300,"Kab. Gowa, Prov. Sulawesi Selatan",190317,"Kec. Parigi"
190300,"Kab. Gowa, Prov. Sulawesi Selatan",190315,"Kec. Pattallassang"
190300,"Kab. Gowa, Prov. Sulawesi Selatan",190304,"Kec. Somba Opu"
190300,"Kab. Gowa, Prov. Sulawesi Selatan",190307,"Kec. Tinggi Moncong"
190300,"Kab. Gowa, Prov. Sulawesi Selatan",190312,"Kec. Tombolo Pao"
190300,"Kab. Gowa, Prov. Sulawesi Selatan",190309,"Kec. Tompobulu"
190500,"Kab. Jeneponto, Prov. Sulawesi Selatan",190509,"Kec. Arungkeke"
190500,"Kab. Jeneponto, Prov. Sulawesi Selatan",190501,"Kec. Bangkala"
190500,"Kab. Jeneponto, Prov. Sulawesi Selatan",190506,"Kec. Bangkala Barat"
190500,"Kab. Jeneponto, Prov. Sulawesi Selatan",190504,"Kec. Batang"
190500,"Kab. Jeneponto, Prov. Sulawesi Selatan",190503,"Kec. Binamu"
190500,"Kab. Jeneponto, Prov. Sulawesi Selatan",190507,"Kec. Bontoramba"
190500,"Kab. Jeneponto, Prov. Sulawesi Selatan",190505,"Kec. Kelara"
190500,"Kab. Jeneponto, Prov. Sulawesi Selatan",190510,"Kec. Rumbia"
190500,"Kab. Jeneponto, Prov. Sulawesi Selatan",190502,"Kec. Tamalatea"
190500,"Kab. Jeneponto, Prov. Sulawesi Selatan",190511,"Kec. Tarowang"
190500,"Kab. Jeneponto, Prov. Sulawesi Selatan",190508,"Kec. Turatea"
191300,"Kab. Kepulauan Selayar, Prov. Sulawesi Selatan",191307,"Kec. Benteng"
191300,"Kab. Kepulauan Selayar, Prov. Sulawesi Selatan",191304,"Kec. Bontoharu"
191300,"Kab. Kepulauan Selayar, Prov. Sulawesi Selatan",191306,"Kec. Bontomanai"
191300,"Kab. Kepulauan Selayar, Prov. Sulawesi Selatan",191305,"Kec. Bontomatene"
191300,"Kab. Kepulauan Selayar, Prov. Sulawesi Selatan",191303,"Kec. Bontosikuyu"
191300,"Kab. Kepulauan Selayar, Prov. Sulawesi Selatan",191311,"Kec. Buki"
191300,"Kab. Kepulauan Selayar, Prov. Sulawesi Selatan",191309,"Kec. Pasilambena"
191300,"Kab. Kepulauan Selayar, Prov. Sulawesi Selatan",191301,"Kec. Pasimarannu"
191300,"Kab. Kepulauan Selayar, Prov. Sulawesi Selatan",191390,"Kec. Pasimasunggu"
191300,"Kab. Kepulauan Selayar, Prov. Sulawesi Selatan",191310,"Kec. Pasimasunggu Timur"
191300,"Kab. Kepulauan Selayar, Prov. Sulawesi Selatan",191308,"Kec. Taka Bonerate"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191704,"Kec. Bajo"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191718,"Kec. Bajo Barat"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191705,"Kec. Bassesangtempe"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191722,"Kec. Bassesangtempe Utara"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191703,"Kec. Belopa"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191721,"Kec. Belopa Utara"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191707,"Kec. Bua"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191706,"Kec. Bua Ponrang (Bupon)"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191712,"Kec. Kamanre"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191709,"Kec. Lamasi"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191716,"Kec. Lamasi Timur"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191701,"Kec. Larompong"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191711,"Kec. Larompong Selatan"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191710,"Kec. Latimojong"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191720,"Kec. Ponrang"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191719,"Kec. Ponrang Selatan"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191702,"Kec. Suli"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191717,"Kec. Suli Barat"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191708,"Kec. Walenrang"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191713,"Kec. Walenrang Barat"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191715,"Kec. Walenrang Timur"
191700,"Kab. Luwu, Prov. Sulawesi Selatan",191714,"Kec. Walenrang Utara"
192600,"Kab. Luwu Timur, Prov. Sulawesi Selatan",192608,"Kec. Angkona"
192600,"Kab. Luwu Timur, Prov. Sulawesi Selatan",192601,"Kec. Burau"
192600,"Kab. Luwu Timur, Prov. Sulawesi Selatan",192610,"Kec. Kalaena"
192600,"Kab. Luwu Timur, Prov. Sulawesi Selatan",192604,"Kec. Malili"
192600,"Kab. Luwu Timur, Prov. Sulawesi Selatan",192606,"Kec. Mangkutana"
192600,"Kab. Luwu Timur, Prov. Sulawesi Selatan",192605,"Kec. Nuha"
192600,"Kab. Luwu Timur, Prov. Sulawesi Selatan",192602,"Kec. Tomoni"
192600,"Kab. Luwu Timur, Prov. Sulawesi Selatan",192609,"Kec. Tomoni Timur"
192600,"Kab. Luwu Timur, Prov. Sulawesi Selatan",192607,"Kec. Towuti"
192600,"Kab. Luwu Timur, Prov. Sulawesi Selatan",192611,"Kec. Wasuponda"
192600,"Kab. Luwu Timur, Prov. Sulawesi Selatan",192603,"Kec. Wotu"
192400,"Kab. Luwu Utara, Prov. Sulawesi Selatan",192402,"Kec. Baebunta"
192400,"Kab. Luwu Utara, Prov. Sulawesi Selatan",192405,"Kec. Bone-Bone"
192400,"Kab. Luwu Utara, Prov. Sulawesi Selatan",192403,"Kec. Malangke"
192400,"Kab. Luwu Utara, Prov. Sulawesi Selatan",192418,"Kec. Malangke Barat"
192400,"Kab. Luwu Utara, Prov. Sulawesi Selatan",192415,"Kec. Mappedeceng"
192400,"Kab. Luwu Utara, Prov. Sulawesi Selatan",192412,"Kec. Masamba"
192400,"Kab. Luwu Utara, Prov. Sulawesi Selatan",192417,"Kec. Rampi"
192400,"Kab. Luwu Utara, Prov. Sulawesi Selatan",192413,"Kec. Rongkong"
192400,"Kab. Luwu Utara, Prov. Sulawesi Selatan",192401,"Kec. Sabbang"
192400,"Kab. Luwu Utara, Prov. Sulawesi Selatan",192416,"Kec. Seko"
192400,"Kab. Luwu Utara, Prov. Sulawesi Selatan",192404,"Kec. Sukamaju"
192400,"Kab. Luwu Utara, Prov. Sulawesi Selatan",192490,"Kec. Tana Lili"
190100,"Kab. Maros, Prov. Sulawesi Selatan",190104,"Kec. Bantimurung"
190100,"Kab. Maros, Prov. Sulawesi Selatan",190106,"Kec. Camba"
190100,"Kab. Maros, Prov. Sulawesi Selatan",190114,"Kec. Cenrana"
190100,"Kab. Maros, Prov. Sulawesi Selatan",190111,"Kec. Lau"
190100,"Kab. Maros, Prov. Sulawesi Selatan",190107,"Kec. Mallawa"
190100,"Kab. Maros, Prov. Sulawesi Selatan",190101,"Kec. Mandai"
190100,"Kab. Maros, Prov. Sulawesi Selatan",190102,"Kec. Maros Baru"
190100,"Kab. Maros, Prov. Sulawesi Selatan",190103,"Kec. Maros Utara / Bontoa"
190100,"Kab. Maros, Prov. Sulawesi Selatan",190110,"Kec. Marusu"
190100,"Kab. Maros, Prov. Sulawesi Selatan",190108,"Kec. Moncongloe"
190100,"Kab. Maros, Prov. Sulawesi Selatan",190112,"Kec. Simbang"
190100,"Kab. Maros, Prov. Sulawesi Selatan",190105,"Kec. Tanralili"
190100,"Kab. Maros, Prov. Sulawesi Selatan",190113,"Kec. Tompobulu"
190100,"Kab. Maros, Prov. Sulawesi Selatan",190109,"Kec. Turikale"
190200,"Kab. Pangkajene Kepulauan, Prov. Sulawesi Selatan",190205,"Kec. Balocci"
190200,"Kab. Pangkajene Kepulauan, Prov. Sulawesi Selatan",190206,"Kec. Bungoro"
190200,"Kab. Pangkajene Kepulauan, Prov. Sulawesi Selatan",190207,"Kec. Labakkang"
190200,"Kab. Pangkajene Kepulauan, Prov. Sulawesi Selatan",190202,"Kec. Liukang Kalmas"
190200,"Kab. Pangkajene Kepulauan, Prov. Sulawesi Selatan",190201,"Kec. Liukang Tangaya"
190200,"Kab. Pangkajene Kepulauan, Prov. Sulawesi Selatan",190203,"Kec. Liukang Tapabbiring"
190200,"Kab. Pangkajene Kepulauan, Prov. Sulawesi Selatan",190213,"Kec. Liukang Tupabbiring Utara"
190200,"Kab. Pangkajene Kepulauan, Prov. Sulawesi Selatan",190208,"Kec. Ma`rang"
190200,"Kab. Pangkajene Kepulauan, Prov. Sulawesi Selatan",190212,"Kec. Mandalle"
190200,"Kab. Pangkajene Kepulauan, Prov. Sulawesi Selatan",190210,"Kec. Minasatene"
190200,"Kab. Pangkajene Kepulauan, Prov. Sulawesi Selatan",190204,"Kec. Pangkajene"
190200,"Kab. Pangkajene Kepulauan, Prov. Sulawesi Selatan",190209,"Kec. Segeri"
190200,"Kab. Pangkajene Kepulauan, Prov. Sulawesi Selatan",190211,"Kec. Tondong Tallasa"
191400,"Kab. Pinrang, Prov. Sulawesi Selatan",191412,"Kec. Batulappa"
191400,"Kab. Pinrang, Prov. Sulawesi Selatan",191406,"Kec. Cempa"
191400,"Kab. Pinrang, Prov. Sulawesi Selatan",191407,"Kec. Duampanua"
191400,"Kab. Pinrang, Prov. Sulawesi Selatan",191409,"Kec. Lanrisang"
191400,"Kab. Pinrang, Prov. Sulawesi Selatan",191408,"Kec. Lembang"
191400,"Kab. Pinrang, Prov. Sulawesi Selatan",191403,"Kec. Mattiro Bulu"
191400,"Kab. Pinrang, Prov. Sulawesi Selatan",191402,"Kec. Mattiro Sompe"
191400,"Kab. Pinrang, Prov. Sulawesi Selatan",191411,"Kec. Paleteang"
191400,"Kab. Pinrang, Prov. Sulawesi Selatan",191405,"Kec. Patampanua"
191400,"Kab. Pinrang, Prov. Sulawesi Selatan",191401,"Kec. Suppa"
191400,"Kab. Pinrang, Prov. Sulawesi Selatan",191410,"Kec. Tiroang"
191400,"Kab. Pinrang, Prov. Sulawesi Selatan",191404,"Kec. Watang Sawitto"
191500,"Kab. Sidenreng Rappang, Prov. Sulawesi Selatan",191504,"Kec. Baranti"
191500,"Kab. Sidenreng Rappang, Prov. Sulawesi Selatan",191508,"Kec. Duapitue"
191500,"Kab. Sidenreng Rappang, Prov. Sulawesi Selatan",191509,"Kec. Kulo"
191500,"Kab. Sidenreng Rappang, Prov. Sulawesi Selatan",191506,"Kec. Maritengae"
191500,"Kab. Sidenreng Rappang, Prov. Sulawesi Selatan",191501,"Kec. Panca Lautang"
191500,"Kab. Sidenreng Rappang, Prov. Sulawesi Selatan",191505,"Kec. Panca Rijang"
191500,"Kab. Sidenreng Rappang, Prov. Sulawesi Selatan",191510,"Kec. Pitu Riase"
191500,"Kab. Sidenreng Rappang, Prov. Sulawesi Selatan",191507,"Kec. Pitu Riawa"
191500,"Kab. Sidenreng Rappang, Prov. Sulawesi Selatan",191502,"Kec. Tellulimpoe"
191500,"Kab. Sidenreng Rappang, Prov. Sulawesi Selatan",191511,"Kec. Watang Sidenreng"
191500,"Kab. Sidenreng Rappang, Prov. Sulawesi Selatan",191503,"Kec. Watangpulu"
191200,"Kab. Sinjai, Prov. Sulawesi Selatan",191208,"Kec. Bulupoddo"
191200,"Kab. Sinjai, Prov. Sulawesi Selatan",191209,"Kec. Pulau Sembilan"
191200,"Kab. Sinjai, Prov. Sulawesi Selatan",191201,"Kec. Sinjai Barat"
191200,"Kab. Sinjai, Prov. Sulawesi Selatan",191202,"Kec. Sinjai Borong"
191200,"Kab. Sinjai, Prov. Sulawesi Selatan",191203,"Kec. Sinjai Selatan"
191200,"Kab. Sinjai, Prov. Sulawesi Selatan",191206,"Kec. Sinjai Tengah"
191200,"Kab. Sinjai, Prov. Sulawesi Selatan",191205,"Kec. Sinjai Timur"
191200,"Kab. Sinjai, Prov. Sulawesi Selatan",191207,"Kec. Sinjai Utara"
191200,"Kab. Sinjai, Prov. Sulawesi Selatan",191204,"Kec. Tellu Limpoe"
190900,"Kab. Soppeng, Prov. Sulawesi Selatan",190908,"Kec. Citta"
190900,"Kab. Soppeng, Prov. Sulawesi Selatan",190905,"Kec. Donri-Donri"
190900,"Kab. Soppeng, Prov. Sulawesi Selatan",190907,"Kec. Ganra"
190900,"Kab. Soppeng, Prov. Sulawesi Selatan",190902,"Kec. Lalabata"
190900,"Kab. Soppeng, Prov. Sulawesi Selatan",190904,"Kec. Lili Rilau"
190900,"Kab. Soppeng, Prov. Sulawesi Selatan",190903,"Kec. Liliriaja"
190900,"Kab. Soppeng, Prov. Sulawesi Selatan",190906,"Kec. Mario Riawa"
190900,"Kab. Soppeng, Prov. Sulawesi Selatan",190901,"Kec. Marioriwawo"
190400,"Kab. Takalar, Prov. Sulawesi Selatan",190410,"Kec. Galesong"
190400,"Kab. Takalar, Prov. Sulawesi Selatan",190405,"Kec. Galesong Selatan"
190400,"Kab. Takalar, Prov. Sulawesi Selatan",190406,"Kec. Galesong Utara"
190400,"Kab. Takalar, Prov. Sulawesi Selatan",190401,"Kec. Mangarabombang"
190400,"Kab. Takalar, Prov. Sulawesi Selatan",190402,"Kec. Mappakasunggu"
190400,"Kab. Takalar, Prov. Sulawesi Selatan",190408,"Kec. Pattallassang"
190400,"Kab. Takalar, Prov. Sulawesi Selatan",190403,"Kec. Polombangkeng Selatan"
190400,"Kab. Takalar, Prov. Sulawesi Selatan",190404,"Kec. Polombangkeng Utara"
190400,"Kab. Takalar, Prov. Sulawesi Selatan",190409,"Kec. Sanrobone"
191800,"Kab. Tana Toraja, Prov. Sulawesi Selatan",191812,"Kec. Bittuang"
191800,"Kab. Tana Toraja, Prov. Sulawesi Selatan",191801,"Kec. Bonggakaradeng"
191800,"Kab. Tana Toraja, Prov. Sulawesi Selatan",191815,"Kec. Gandangbatu Sillanan"
191800,"Kab. Tana Toraja, Prov. Sulawesi Selatan",191823,"Kec. Kurra"
191800,"Kab. Tana Toraja, Prov. Sulawesi Selatan",191804,"Kec. Makale"
191800,"Kab. Tana Toraja, Prov. Sulawesi Selatan",191818,"Kec. Makale Selatan"
191800,"Kab. Tana Toraja, Prov. Sulawesi Selatan",191819,"Kec. Makale Utara"
191800,"Kab. Tana Toraja, Prov. Sulawesi Selatan",191822,"Kec. Malimbong Balepe"
191800,"Kab. Tana Toraja, Prov. Sulawesi Selatan",191814,"Kec. Mappak"
191800,"Kab. Tana Toraja, Prov. Sulawesi Selatan",191821,"Kec. Masanda"
191800,"Kab. Tana Toraja, Prov. Sulawesi Selatan",191802,"Kec. Mengkendek"
191800,"Kab. Tana Toraja, Prov. Sulawesi Selatan",191813,"Kec. Rano"
191800,"Kab. Tana Toraja, Prov. Sulawesi Selatan",191811,"Kec. Rantetayo"
191800,"Kab. Tana Toraja, Prov. Sulawesi Selatan",191820,"Kec. Rembon"
191800,"Kab. Tana Toraja, Prov. Sulawesi Selatan",191805,"Kec. Saluputti"
191800,"Kab. Tana Toraja, Prov. Sulawesi Selatan",191803,"Kec. Sangalla"
191800,"Kab. Tana Toraja, Prov. Sulawesi Selatan",191816,"Kec. Sangalla Selatan"
191800,"Kab. Tana Toraja, Prov. Sulawesi Selatan",191817,"Kec. Sangalla Utara"
191800,"Kab. Tana Toraja, Prov. Sulawesi Selatan",191810,"Kec. Simbuang"
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192701,"Kec. Awan Rante karua"
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192702,"Kec. Balusu"
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192704,"Kec. Baruppu"
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192703,"Kec. Bengkelekila"
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192705,"Kec. Buntao "
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192721,"Kec. Buntu Pepasan"
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192720,"Kec. Dende` Piongan Napo"
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192706,"Kec. Kapala Pitu"
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192707,"Kec. Kesu"
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192708,"Kec. Nanggala"
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192709,"Kec. Rantebua"
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192710,"Kec. Rantepao"
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192711,"Kec. Rindingallo"
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192712,"Kec. Sa`dan "
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192713,"Kec. Sanggalangi"
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192714,"Kec. Sesean"
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192715,"Kec. Sesean Suloara"
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192716,"Kec. Sopai"
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192717,"Kec. Tallunglipu"
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192718,"Kec. Tikala"
192700,"Kab. Toraja Utara, Prov. Sulawesi Selatan",192719,"Kec. Tondon "
190800,"Kab. Wajo, Prov. Sulawesi Selatan",190809,"Kec. Belawa"
190800,"Kab. Wajo, Prov. Sulawesi Selatan",190804,"Kec. Bola"
190800,"Kab. Wajo, Prov. Sulawesi Selatan",190813,"Kec. Gilireng"
190800,"Kab. Wajo, Prov. Sulawesi Selatan",190811,"Kec. Keera"
190800,"Kab. Wajo, Prov. Sulawesi Selatan",190807,"Kec. Majauleng"
190800,"Kab. Wajo, Prov. Sulawesi Selatan",190810,"Kec. Maniang Pajo"
190800,"Kab. Wajo, Prov. Sulawesi Selatan",190803,"Kec. Pammana"
190800,"Kab. Wajo, Prov. Sulawesi Selatan",190814,"Kec. Penrang"
190800,"Kab. Wajo, Prov. Sulawesi Selatan",190812,"Kec. Pitumpanua"
190800,"Kab. Wajo, Prov. Sulawesi Selatan",190801,"Kec. Sabbangparu"
190800,"Kab. Wajo, Prov. Sulawesi Selatan",190806,"Kec. Sajo Anging"
190800,"Kab. Wajo, Prov. Sulawesi Selatan",190805,"Kec. Takkalala"
190800,"Kab. Wajo, Prov. Sulawesi Selatan",190808,"Kec. Tanasitolo"
190800,"Kab. Wajo, Prov. Sulawesi Selatan",190802,"Kec. Tempe"
196000,"Kota Makassar, Prov. Sulawesi Selatan",196011,"Kec. Biringkanaya"
196000,"Kota Makassar, Prov. Sulawesi Selatan",196007,"Kec. Bontoala"
196000,"Kota Makassar, Prov. Sulawesi Selatan",196015,"Kec. Kep. Sangkarrang"
196000,"Kota Makassar, Prov. Sulawesi Selatan",196004,"Kec. Makasar"
196000,"Kota Makassar, Prov. Sulawesi Selatan",196002,"Kec. Mamajang"
196000,"Kota Makassar, Prov. Sulawesi Selatan",196014,"Kec. Manggala"
196000,"Kota Makassar, Prov. Sulawesi Selatan",196001,"Kec. Mariso"
196000,"Kota Makassar, Prov. Sulawesi Selatan",196010,"Kec. Panakukkang"
196000,"Kota Makassar, Prov. Sulawesi Selatan",196013,"Kec. Rappocini"
196000,"Kota Makassar, Prov. Sulawesi Selatan",196009,"Kec. Tallo"
196000,"Kota Makassar, Prov. Sulawesi Selatan",196012,"Kec. Tamalanrea"
196000,"Kota Makassar, Prov. Sulawesi Selatan",196003,"Kec. Tamalate"
196000,"Kota Makassar, Prov. Sulawesi Selatan",196005,"Kec. Ujung Pandang"
196000,"Kota Makassar, Prov. Sulawesi Selatan",196008,"Kec. Ujung Tanah"
196000,"Kota Makassar, Prov. Sulawesi Selatan",196006,"Kec. Wajo"
196200,"Kota Palopo, Prov. Sulawesi Selatan",196209,"Kec. Bara"
196200,"Kota Palopo, Prov. Sulawesi Selatan",196208,"Kec. Mungkajang"
196200,"Kota Palopo, Prov. Sulawesi Selatan",196207,"Kec. Sendana"
196200,"Kota Palopo, Prov. Sulawesi Selatan",196204,"Kec. Telluwanua"
196200,"Kota Palopo, Prov. Sulawesi Selatan",196201,"Kec. Wara"
196200,"Kota Palopo, Prov. Sulawesi Selatan",196206,"Kec. Wara Barat"
196200,"Kota Palopo, Prov. Sulawesi Selatan",196203,"Kec. Wara Selatan"
196200,"Kota Palopo, Prov. Sulawesi Selatan",196205,"Kec. Wara Timur"
196200,"Kota Palopo, Prov. Sulawesi Selatan",196202,"Kec. Wara Utara"
196100,"Kota Parepare, Prov. Sulawesi Selatan",196101,"Kec. Bacukiki"
196100,"Kota Parepare, Prov. Sulawesi Selatan",196104,"Kec. Bacukiki Barat"
196100,"Kota Parepare, Prov. Sulawesi Selatan",196103,"Kec. Soreang"
196100,"Kota Parepare, Prov. Sulawesi Selatan",196102,"Kec. Ujung"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180408,"Kec. Balantak"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180421,"Kec. Balantak Selatan"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180420,"Kec. Balantak Utara"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180402,"Kec. Batui"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180415,"Kec. Batui Selatan"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180409,"Kec. Bualemo"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180403,"Kec. Bunta"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180404,"Kec. Kintom"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180407,"Kec. Lamala"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180422,"Kec. Lobu"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180405,"Kec. Luwuk"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180417,"Kec. Luwuk Selatan"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180412,"Kec. Luwuk Timur"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180416,"Kec. Luwuk Utara"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180419,"Kec. Mantoh"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180413,"Kec. Masama"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180414,"Kec. Moilong"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180418,"Kec. Nambo"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180411,"Kec. Nuhon"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180406,"Kec. Pagimana"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180423,"Kec. Simpang Raya"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180401,"Kec. Toili"
180400,"Kab. Banggai, Prov. Sulawesi Tengah",180410,"Kec. Toili Barat"
180100,"Kab. Banggai Kepulauan, Prov. Sulawesi Tengah",180107,"Kec. Buko"
180100,"Kab. Banggai Kepulauan, Prov. Sulawesi Tengah",180120,"Kec. Buko Selatan"
180100,"Kab. Banggai Kepulauan, Prov. Sulawesi Tengah",180106,"Kec. Bulagi"
180100,"Kab. Banggai Kepulauan, Prov. Sulawesi Tengah",180110,"Kec. Bulagi Selatan"
180100,"Kab. Banggai Kepulauan, Prov. Sulawesi Tengah",180119,"Kec. Bulagi Utara"
180100,"Kab. Banggai Kepulauan, Prov. Sulawesi Tengah",180105,"Kec. Liang"
180100,"Kab. Banggai Kepulauan, Prov. Sulawesi Tengah",180118,"Kec. Peling Tengah"
180100,"Kab. Banggai Kepulauan, Prov. Sulawesi Tengah",180104,"Kec. Tinangkung"
180100,"Kab. Banggai Kepulauan, Prov. Sulawesi Tengah",180116,"Kec. Tinangkung Selatan"
180100,"Kab. Banggai Kepulauan, Prov. Sulawesi Tengah",180117,"Kec. Tinangkung Utara"
180100,"Kab. Banggai Kepulauan, Prov. Sulawesi Tengah",180103,"Kec. Totikum"
180100,"Kab. Banggai Kepulauan, Prov. Sulawesi Tengah",180199,"Kec. Totikum Selatan"
181100,"Kab. Banggai Laut, Prov. Sulawesi Tengah",181119,"Kec. Banggai"
181100,"Kab. Banggai Laut, Prov. Sulawesi Tengah",181115,"KEC. BANGGAI SELATAN"
181100,"Kab. Banggai Laut, Prov. Sulawesi Tengah",181116,"KEC. BANGGAI TENGAH"
181100,"Kab. Banggai Laut, Prov. Sulawesi Tengah",181120,"Kec. Banggai Utara"
181100,"Kab. Banggai Laut, Prov. Sulawesi Tengah",181113,"KEC. BANGKURUNG"
181100,"Kab. Banggai Laut, Prov. Sulawesi Tengah",181112,"KEC. BOKAN KEPULAUAN"
181100,"Kab. Banggai Laut, Prov. Sulawesi Tengah",181114,"KEC. LABOBO "
180500,"Kab. Buol, Prov. Sulawesi Tengah",180501,"Kec. Biau"
180500,"Kab. Buol, Prov. Sulawesi Tengah",180503,"Kec. Bokat"
180500,"Kab. Buol, Prov. Sulawesi Tengah",180507,"Kec. Bukal"
180500,"Kab. Buol, Prov. Sulawesi Tengah",180504,"Kec. Bunobogu"
180500,"Kab. Buol, Prov. Sulawesi Tengah",180508,"Kec. Gadung"
180500,"Kab. Buol, Prov. Sulawesi Tengah",180510,"Kec. Karamat"
180500,"Kab. Buol, Prov. Sulawesi Tengah",180512,"Kec. Lakea"
180500,"Kab. Buol, Prov. Sulawesi Tengah",180502,"Kec. Momunu"
180500,"Kab. Buol, Prov. Sulawesi Tengah",180505,"Kec. Paleleh"
180500,"Kab. Buol, Prov. Sulawesi Tengah",180511,"Kec. Paleleh Barat"
180500,"Kab. Buol, Prov. Sulawesi Tengah",180506,"Kec. Tiloan"
180200,"Kab. Donggala, Prov. Sulawesi Tengah",180213,"Kec. Balaesang"
180200,"Kab. Donggala, Prov. Sulawesi Tengah",180237,"Kec. Balaesang Tanjung"
180200,"Kab. Donggala, Prov. Sulawesi Tengah",180208,"Kec. Banawa"
180200,"Kab. Donggala, Prov. Sulawesi Tengah",180224,"Kec. Banawa Selatan"
180200,"Kab. Donggala, Prov. Sulawesi Tengah",180233,"Kec. Banawa Tengah"
180200,"Kab. Donggala, Prov. Sulawesi Tengah",180214,"Kec. Dampelas"
180200,"Kab. Donggala, Prov. Sulawesi Tengah",180209,"Kec. Labuan"
180200,"Kab. Donggala, Prov. Sulawesi Tengah",180227,"Kec. Pinembani"
180200,"Kab. Donggala, Prov. Sulawesi Tengah",180220,"Kec. Rio Pakava"
180200,"Kab. Donggala, Prov. Sulawesi Tengah",180210,"Kec. Sindue"
180200,"Kab. Donggala, Prov. Sulawesi Tengah",180235,"Kec. Sindue Tobata"
180200,"Kab. Donggala, Prov. Sulawesi Tengah",180234,"Kec. Sindue Tombusabora"
180200,"Kab. Donggala, Prov. Sulawesi Tengah",180212,"Kec. Sirenja"
